a,b,g_x,c,g_y,d,e,f,g,h,I,j
-0.1745228,0.0200347,0.9844493,137.0908,0.003831228,0.9997992,-0.01966789,-4.188573,-0.9846457,0.0003391515,-0.1745645,-40.30057
-0.1709157,0.01984713,0.9850857,137.9023,0.004990895,0.9998017,-0.01927769,-4.226372,-0.985273,0.001621597,-0.1709809,-40.4378
-0.1657101,0.02461578,0.9858672,138.7057,0.007087553,0.9996923,-0.02376967,-4.266655,-0.9861491,0.003048509,-0.1658336,-40.57118
-0.1595131,0.02741188,0.9868151,139.506,0.007560578,0.999619,-0.02654543,-4.303913,-0.9871669,0.003226546,-0.1596596,-40.69614
-0.1510622,0.02978881,0.9880753,140.3054,0.008529771,0.9995479,-0.02883062,-4.337506,-0.9884875,0.004072837,-0.151248,-40.81224
-0.1414671,0.02471475,0.9896344,141.1082,0.009549968,0.9996758,-0.02360038,-4.377901,-0.9898969,0.006112296,-0.1416573,-40.91861
-0.129592,0.02265996,0.9913084,141.9062,0.01329475,0.9996887,-0.02111353,-4.419464,-0.9914783,0.01044305,-0.1298529,-41.01862
-0.1158117,0.02562887,0.9929405,142.6964,0.01816665,0.9995545,-0.02368073,-4.456348,-0.9931051,0.01529589,-0.1162257,-41.10993
-0.1015031,0.02677699,0.9944748,143.4862,0.01785896,0.9995256,-0.02509018,-4.491871,-0.9946749,0.01521355,-0.1019332,-41.18413
-0.08754946,0.02669749,0.9958023,144.276,0.01966065,0.9994924,-0.0250679,-4.52788,-0.9959662,0.01738343,-0.08802991,-41.24845
-0.0737808,0.02871236,0.9968611,145.055,0.0208723,0.9994109,-0.02724099,-4.567642,-0.9970561,0.01879692,-0.07433664,-41.30354
-0.06007383,0.03396391,0.9976159,145.8274,0.01817545,0.9992925,-0.03292652,-4.612403,-0.9980285,0.01615409,-0.06064864,-41.34484
-0.04729335,0.04371848,0.9979238,146.5903,0.01185184,0.998996,-0.04320378,-4.657895,-0.9988108,0.009783979,-0.04776401,-41.36686
-0.03365131,0.05194575,0.9980828,147.3502,0.007775331,0.9986317,-0.05171219,-4.704613,-0.9994034,0.006020237,-0.03400917,-41.38182
-0.02002613,0.05368971,0.9983568,148.1169,0.007113446,0.9985394,-0.05355686,-4.754981,-0.9997742,0.006029218,-0.0203788,-41.39015
-0.008163869,0.04952903,0.9987393,148.8864,0.003500342,0.9987679,-0.04950185,-4.810016,-0.9999606,0.0030918,-0.008327181,-41.38452
0.002646406,0.04615038,0.998931,149.6472,-0.0009327185,0.9989342,-0.04614806,-4.866196,-0.9999961,-0.0008095969,0.002686629,-41.36492
0.0119239,0.052251,0.9985628,150.3945,-0.004532445,0.9986263,-0.05220021,-4.92257,-0.9999187,-0.003903502,0.01214434,-41.33785
0.0187844,0.06076957,0.997975,151.1367,-0.007115607,0.998134,-0.06064534,-4.975189,-0.9997983,-0.005962013,0.01918176,-41.30745
0.02218974,0.06436398,0.9976797,151.8836,-0.01067848,0.9978838,-0.06413966,-5.025972,-0.9996968,-0.009230458,0.02283008,-41.27171
0.02219372,0.06086016,0.9978995,152.6403,-0.0125648,0.9980835,-0.06059195,-5.085267,-0.9996748,-0.01119365,0.02291588,-41.24316
0.02045747,0.05497074,0.9982784,153.3945,-0.01520047,0.998389,-0.05466535,-5.150084,-0.9996752,-0.01405598,0.02126009,-41.21665
0.0175613,0.05215584,0.9984845,154.1484,-0.01364942,0.998558,-0.05191963,-5.204637,-0.9997526,-0.01271696,0.01824787,-41.19287
0.01481687,0.05255732,0.998508,154.8963,-0.01108381,0.9985649,-0.05239586,-5.253941,-0.9998288,-0.01029093,0.01537814,-41.17199
0.01124625,0.05286943,0.9985381,155.6412,-0.009789684,0.9985592,-0.0527603,-5.309298,-0.9998889,-0.009182017,0.01174762,-41.15767
0.006389337,0.05045509,0.9987059,156.3926,-0.01101256,0.9986692,-0.0503828,-5.366278,-0.999919,-0.01067639,0.006936472,-41.13867
0.001199615,0.05169393,0.9986622,157.1395,-0.01082611,0.9986051,-0.05167798,-5.416962,-0.9999407,-0.01074963,0.001757583,-41.12929
-0.004773199,0.04970055,0.9987527,157.8857,-0.01210913,0.998688,-0.04975521,-5.470893,-0.9999153,-0.01233152,-0.004165108,-41.12225
-0.01074993,0.04589409,0.9988885,158.6302,-0.01067932,0.9988839,-0.04600882,-5.52808,-0.9998852,-0.01116204,-0.01024781,-41.12149
-0.01593767,0.04683018,0.9987757,159.3643,-0.0106964,0.9988374,-0.04700378,-5.577823,-0.9998158,-0.01143244,-0.01541823,-41.12304
-0.02139593,0.04793854,0.9986211,160.0952,-0.01220626,0.9987628,-0.04820688,-5.628365,-0.9996966,-0.01322085,-0.02078431,-41.12638
-0.02558249,0.04989856,0.9984266,160.8215,-0.01305593,0.9986516,-0.05024435,-5.683305,-0.9995875,-0.01432077,-0.02489653,-41.13308
-0.02820504,0.05178909,0.9982597,161.5415,-0.01324531,0.9985499,-0.0521784,-5.738588,-0.9995144,-0.01469396,-0.02747818,-41.14341
-0.02992572,0.0538578,0.9981001,162.2559,-0.01048767,0.9984754,-0.05419251,-5.787286,-0.9994971,-0.01208949,-0.02931525,-41.1591
-0.0294026,0.05265598,0.9981797,162.9748,-0.00698832,0.9985763,-0.05288276,-5.840496,-0.9995433,-0.008530491,-0.02899277,-41.17304
-0.02561126,0.04858595,0.9984906,163.6911,-0.004532311,0.9988023,-0.04871738,-5.89541,-0.9996617,-0.005773185,-0.02536039,-41.18458
-0.01844503,0.04780467,0.9986864,164.3994,-0.0035095,0.998847,-0.04787719,-5.950404,-0.9998238,-0.004387988,-0.01825599,-41.18595
-0.007418425,0.0489551,0.9987734,165.0989,-0.0006486812,0.9988004,-0.04896126,-6.001598,-0.9999723,-0.001011103,-0.007377772,-41.18391
0.007121354,0.04909733,0.9987686,165.7946,0.002005095,0.9987912,-0.04911275,-6.048437,-0.9999727,0.002352372,0.007014299,-41.16984
0.02243953,0.04734927,0.9986263,166.4858,0.001627255,0.9988748,-0.04739763,-6.093238,-0.9997469,0.002688598,0.02233723,-41.13991
0.03841718,0.04215945,0.998372,167.1705,-0.003668784,0.9991088,-0.0420494,-6.137223,-0.9992551,-0.002047394,0.03853761,-41.09075
0.05491856,0.03570845,0.9978521,167.853,-0.004640811,0.9993586,-0.03550696,-6.181673,-0.9984801,-0.002680854,0.05504906,-41.03668
0.07192452,0.02868837,0.9969974,168.5301,-0.004992049,0.9995841,-0.02840267,-6.221562,-0.9973976,-0.002934213,0.07203782,-40.9753
0.08957989,0.02108529,0.9957564,169.2001,-0.005085528,0.9997725,-0.02071284,-6.257878,-0.9959667,-0.003208495,0.08966674,-40.90154
0.1069088,0.01506815,0.9941546,169.8614,-0.007268466,0.9998703,-0.01437315,-6.291791,-0.9942423,-0.005689364,0.1070044,-40.8143
0.124729,0.01224565,0.9921153,170.5106,-0.008080796,0.9999032,-0.01132586,-6.321698,-0.992158,-0.006604419,0.1248159,-40.71802
0.1428784,0.01125809,0.9896762,171.1577,-0.005929431,0.9999271,-0.01051867,-6.345942,-0.9897225,-0.004365327,0.1429347,-40.61474
0.160323,0.01051115,0.9870086,171.7857,-0.007327816,0.9999284,-0.009458462,-6.364809,-0.9870374,-0.005716209,0.1603886,-40.49872
0.176537,0.01027542,0.9842403,172.4136,-0.01141853,0.9998996,-0.00839084,-6.383917,-0.9842278,-0.00975728,0.1766366,-40.36841
0.190988,0.006265987,0.9815724,173.035,-0.01417264,0.999893,-0.003625324,-6.398487,-0.9814901,-0.01321907,0.1910563,-40.23437
0.2033735,0.002554637,0.9790979,173.6569,-0.01121446,0.9999371,-0.0002796009,-6.414475,-0.979037,-0.01092319,0.2033893,-40.10085
0.2143717,0.001172231,0.9767514,174.272,-0.008049952,0.9999674,0.0005666596,-6.429852,-0.976719,-0.007984279,0.2143741,-39.96162
0.2242966,0.004603043,0.9745101,174.8735,-0.01242665,0.999921,-0.001862913,-6.445461,-0.9744417,-0.01169205,0.224336,-39.80478
0.2330915,0.01127706,0.9723894,175.4661,-0.01734422,0.9998219,-0.007437628,-6.46203,-0.9723001,-0.01513168,0.2332456,-39.64344
0.2422731,0.02126941,0.9699749,176.0534,-0.01682542,0.9997014,-0.01771872,-6.47678,-0.9700622,-0.01202746,0.2425587,-39.48936
0.2507408,0.02761383,0.9676603,176.6443,-0.01156988,0.9996071,-0.0255275,-6.491511,-0.9679852,-0.004794929,0.2509618,-39.33728
0.2574235,0.02646994,0.9659361,177.2384,-0.0099837,0.9996442,-0.024733,-6.503706,-0.9662471,-0.003276763,0.2575962,-39.1767
0.2633123,0.01927849,0.964518,177.8409,-0.01299897,0.9997804,-0.01643461,-6.523425,-0.9646231,-0.008210305,0.2635051,-38.99819
0.2676021,0.008850193,0.9634888,178.4457,-0.01648521,0.9998535,-0.00460558,-6.542753,-0.9633885,-0.01465085,0.2677088,-38.81772
0.2697649,-0.000218128,0.9629262,179.0512,-0.01869834,0.9998102,0.005464843,-6.563672,-0.9627447,-0.01947935,0.2697096,-38.63782
0.2708099,-0.001355699,0.9626319,179.6497,-0.0146569,0.9998773,0.005531463,-6.577018,-0.9625213,-0.01560717,0.2707568,-38.46824
0.2721595,0.001350028,0.9622512,180.2453,-0.01118572,0.9999359,0.001760825,-6.587494,-0.9621872,-0.0112427,0.2721571,-38.2985
0.2737821,0.0006608061,0.9617915,180.8424,-0.007395574,0.9999716,0.001418172,-6.589823,-0.9617633,-0.007501271,0.2737792,-38.13009
0.2755044,-0.0005198351,0.9612997,181.4417,-0.009752904,0.9999468,0.003335872,-6.592495,-0.9612504,-0.01029451,0.2754847,-37.95387
0.2781485,-0.004482085,0.9605276,182.0434,-0.009572413,0.9999265,0.007437898,-6.599489,-0.9604904,-0.01126341,0.2780852,-37.77364
0.281282,-0.009933839,0.9595737,182.6545,-0.009451389,0.9998692,0.0131215,-6.610135,-0.9595786,-0.01276015,0.2811513,-37.58509
0.2854496,-0.0131917,0.9583029,183.2678,-0.008168759,0.9998354,0.01619665,-6.618163,-0.958359,-0.01245147,0.2852948,-37.39323
0.291585,-0.0148362,0.9564299,183.8831,-0.006154848,0.9998299,0.01738584,-6.622539,-0.9565252,-0.01095613,0.291444,-37.19587
0.2995581,-0.01794856,0.9539092,184.4992,-0.004142437,0.9997891,0.02011269,-6.624971,-0.9540691,-0.009976427,0.2994206,-36.9942
0.3090409,-0.02005231,0.9508373,185.1118,-0.00179404,0.9997636,0.02166722,-6.625315,-0.9510471,-0.008401897,0.3089318,-36.78729
0.3201495,-0.01842127,0.9471879,185.7206,-0.002834842,0.9997878,0.02040244,-6.626474,-0.9473628,-0.009216958,0.3200293,-36.56856
0.3316651,-0.01467498,0.943283,186.3264,-0.004382711,0.9998442,0.01709592,-6.629118,-0.943387,-0.009804256,0.3315492,-36.33625
0.3432085,-0.01111094,0.9391935,186.9372,-0.005265825,0.9998915,0.0137533,-6.630873,-0.9392445,-0.009665878,0.3431128,-36.09759
0.3549344,-0.01035464,0.9348339,187.5555,-0.004155489,0.9999113,0.01265321,-6.636302,-0.934882,-0.008375752,0.3548599,-35.84729
0.366326,-0.01341959,0.9303898,188.1796,-0.002982954,0.9998739,0.0155963,-6.641727,-0.9304818,-0.00848864,0.3662398,-35.58666
0.3773306,-0.01499536,0.9259572,188.7952,-0.004478456,0.9998276,0.01801664,-6.647005,-0.9260678,-0.01094509,0.3771984,-35.31167
0.3887283,-0.01568235,0.921219,189.4089,-0.005481008,0.9997981,0.01933287,-6.647317,-0.9213362,-0.01256444,0.3885638,-35.03211
0.398348,-0.0170423,0.917076,190.0333,-0.009711319,0.9996929,0.02279587,-6.646563,-0.917183,-0.01798671,0.3980602,-34.74499
0.4055952,-0.01546073,0.913922,190.6582,-0.01296926,0.9996589,0.02266684,-6.645353,-0.9139608,-0.02104645,0.4052563,-34.45351
0.4100166,-0.01801138,0.9119002,191.2983,-0.01376782,0.9995688,0.02593337,-6.646441,-0.9119742,-0.02318799,0.4095918,-34.15828
0.4125364,-0.02260343,0.9106606,191.9509,-0.01115059,0.9994919,0.02985961,-6.64243,-0.9108729,-0.02247258,0.4120748,-33.86698
0.4128004,-0.02084626,0.9105829,192.5985,-0.0068345,0.999639,0.02598338,-6.636461,-0.9107959,-0.01694933,0.4125089,-33.57701
0.4116063,-0.02110116,0.9111174,193.2543,-0.005652744,0.9996536,0.02570531,-6.629339,-0.9113443,-0.01573078,0.4113444,-33.28043
0.4108463,-0.01998333,0.9114856,193.9224,-0.00213846,0.9997359,0.02288202,-6.624605,-0.9117021,-0.01135017,0.4106951,-32.98431
0.4106521,-0.02116231,0.9115465,194.6076,0.001910107,0.9997484,0.02234948,-6.620022,-0.9117901,-0.007436712,0.4105892,-32.68987
0.4099903,-0.02768885,0.9116695,195.2935,0.00515607,0.9995935,0.02804049,-6.613679,-0.9120753,-0.006795698,0.4099664,-32.39218
0.4089264,-0.03061864,0.9120535,195.9819,0.005803287,0.999504,0.0309525,-6.607632,-0.9125489,-0.007364387,0.4089013,-32.09196
0.407312,-0.03308073,0.9126897,196.6689,0.005723554,0.9994166,0.03366989,-6.601884,-0.9132712,-0.008490324,0.4072638,-31.78881
0.4059481,-0.03360882,0.9132779,197.3577,0.005665259,0.9993969,0.03425984,-6.590085,-0.9138786,-0.00873376,0.4058937,-31.4845
0.40401,-0.03358043,0.914138,198.0447,0.004209339,0.9993836,0.03485154,-6.577998,-0.9147449,-0.01023246,0.4039023,-31.17947
0.402282,-0.03283317,0.9149269,198.7286,0.003350705,0.9994028,0.03439143,-6.568027,-0.9155097,-0.0107694,0.4021517,-30.8781
0.40103,-0.02985148,0.9155784,199.4136,0.003828128,0.9995148,0.03091139,-6.558335,-0.916057,-0.008891445,0.4009497,-30.57849
0.4002981,-0.02379988,0.9160759,200.0964,0.004663276,0.9997026,0.02393481,-6.544179,-0.9163732,-0.005309144,0.40029,-30.28273
0.3993286,-0.01998389,0.91659,200.7784,0.002298429,0.9997811,0.02079631,-6.530959,-0.916805,-0.006197846,0.3992871,-29.98209
0.3978412,-0.02255812,0.9171769,201.4645,0.0009054686,0.9997068,0.0241952,-6.520036,-0.9174539,-0.008795372,0.397745,-29.67879
0.3967251,-0.02587147,0.9175728,202.149,-0.0011667,0.9995877,0.02868837,-6.508843,-0.9179368,-0.01245193,0.3965313,-29.37762
0.3943686,-0.0258924,0.9185875,202.8328,-0.004853155,0.9995303,0.03025751,-6.500732,-0.9189396,-0.01639066,0.3940577,-29.07468
0.3896662,-0.02534916,0.9206072,203.5186,-0.007896098,0.9994924,0.03086348,-6.489796,-0.9209224,-0.01929566,0.3892682,-28.7761
0.3833293,-0.02641,0.9232341,204.2052,-0.007201342,0.9994752,0.03158097,-6.476282,-0.9235837,-0.01875443,0.382938,-28.49044
0.3746191,-0.0268342,0.9267904,204.8965,-0.007432096,0.9994621,0.03194247,-6.466747,-0.9271491,-0.01885425,0.3742181,-28.21234
0.3647463,-0.02635402,0.9307339,205.5855,-0.005491692,0.9995211,0.0304539,-6.460876,-0.9310908,-0.01621925,0.3644269,-27.94682
0.3542582,-0.023168,0.9348606,206.2804,-0.005509685,0.999624,0.02686084,-6.457291,-0.9351314,-0.01466646,0.3539974,-27.68336
0.3427197,-0.02215805,0.9391763,206.9776,-0.008461807,0.9996084,0.02667167,-6.45162,-0.9393996,-0.01708803,0.342398,-27.42532
0.3317271,-0.03012798,0.9428942,207.6847,-0.004646319,0.9994256,0.03356897,-6.442866,-0.943364,-0.01551672,0.3313966,-27.18172
0.3230834,-0.03965624,0.9455392,208.3951,0.000499293,0.9991286,0.0417332,-6.431564,-0.9463704,-0.0130112,0.3228217,-26.9494
0.3158376,-0.0452075,0.9477357,209.0997,0.001448764,0.9988861,0.0471646,-6.412693,-0.9488122,-0.01352331,0.3155513,-26.71654
0.3111929,-0.04623932,0.9492212,209.804,-0.004290689,0.9987371,0.05005805,-6.390837,-0.9503371,-0.01965052,0.3106015,-26.47707
0.3087288,-0.04828838,0.9499235,210.5114,-0.003849933,0.9986388,0.05201602,-6.368113,-0.9511423,-0.01971599,0.3081227,-26.24826
0.3070539,-0.04906204,0.9504266,211.2267,-0.00265433,0.9986222,0.05240749,-6.344077,-0.9516885,-0.01861467,0.3065006,-26.01616
0.3060417,-0.04754023,0.9508304,211.9378,-0.002550289,0.9987079,0.05075491,-6.316282,-0.9520147,-0.01795801,0.3055251,-25.78235
0.3056395,-0.04495687,0.9510854,212.6531,-0.005827151,0.9987776,0.04908385,-6.288388,-0.9521295,-0.02054408,0.3050039,-25.54273
0.3060927,-0.0459401,0.9508926,213.3746,-0.006699474,0.9987063,0.05040668,-6.266484,-0.9519782,-0.02179959,0.305389,-25.30655
0.3078653,-0.04698159,0.9502693,214.0992,-0.007345132,0.9986329,0.05175237,-6.250693,-0.9514016,-0.02291261,0.3070993,-25.07414
0.3092072,-0.04879533,0.949742,214.826,-0.005912039,0.9985648,0.05322851,-6.23395,-0.9509764,-0.02207354,0.3084749,-24.84157
0.3107108,-0.0498475,0.9491965,215.5565,-0.002315998,0.9985812,0.05319909,-6.215613,-0.9505017,-0.01872787,0.3101545,-24.61008
0.3137378,-0.05111714,0.9481327,216.292,-0.001125066,0.9985291,0.05420648,-6.192151,-0.949509,-0.01807333,0.3132188,-24.36727
0.3180156,-0.0528612,0.9466107,217.0259,-0.001996011,0.9984049,0.0564241,-6.170889,-0.9480834,-0.01983319,0.3174028,-24.11545
0.3230288,-0.05689908,0.9446771,217.7641,-0.004223889,0.9980944,0.06156082,-6.141465,-0.9463797,-0.02387613,0.3221729,-23.85283
0.3282599,-0.06053182,0.9426459,218.4996,-0.004871244,0.9978228,0.06577132,-6.107629,-0.9445749,-0.02618194,0.3272503,-23.58866
0.3327024,-0.06076179,0.9410723,219.2373,-0.005425419,0.9977822,0.06634144,-6.076588,-0.9430163,-0.02717766,0.3316349,-23.31785
0.3371821,-0.05710597,0.9397059,219.973,-0.01173154,0.9978262,0.06484743,-6.048783,-0.9413664,-0.03288959,0.3357792,-23.03739
0.3418597,-0.05038622,0.9383993,220.7081,-0.01520605,0.9981343,0.05913321,-6.01095,-0.939628,-0.0344846,0.3404557,-22.75294
0.3464712,-0.04688015,0.9368884,221.4455,-0.01903753,0.9981933,0.05698802,-5.97857,-0.9378674,-0.03758074,0.3449528,-22.46604
0.3510153,-0.04710914,0.9351839,222.1872,-0.02139032,0.9980696,0.05830568,-5.953439,-0.9361254,-0.04047007,0.34933,-22.17504
0.3550355,-0.04539201,0.9337501,222.9246,-0.0233981,0.9980761,0.05741562,-5.925935,-0.93456,-0.04223256,0.3532904,-21.88097
0.3590748,-0.04244954,0.9323429,223.6673,-0.02359062,0.9982331,0.05453502,-5.900824,-0.9330106,-0.0415767,0.3574389,-21.58401
0.3636809,-0.04191318,0.9305802,224.411,-0.02353902,0.9982547,0.05416054,-5.878524,-0.9312262,-0.0416021,0.3620596,-21.28566
0.3682591,-0.04356725,0.9287018,225.1519,-0.02357618,0.9981426,0.05617355,-5.852608,-0.9294243,-0.04258166,0.366548,-20.98574
0.3725662,-0.04408715,0.9269578,225.8876,-0.02003802,0.9982558,0.05553192,-5.821468,-0.9277893,-0.03926371,0.371033,-20.6876
0.3768692,-0.04400715,0.9252205,226.6172,-0.01680582,0.9983814,0.05433248,-5.786416,-0.9261141,-0.03602532,0.3755196,-20.38914
0.3810629,-0.04139743,0.9236218,227.3444,-0.01705246,0.9985124,0.0517895,-5.748608,-0.9243919,-0.03548508,0.3797901,-20.08115
0.3853593,-0.04194035,0.921813,228.072,-0.02167999,0.9982793,0.05448261,-5.713135,-0.9225119,-0.04098027,0.383787,-19.76164
0.3900093,-0.04235278,0.9198364,228.7943,-0.0248567,0.9980934,0.05649524,-5.670054,-0.9204754,-0.04489775,0.3882129,-19.44196
0.3940139,-0.04017104,0.9182262,229.5083,-0.02259501,0.9983191,0.05337059,-5.635042,-0.9188267,-0.04177608,0.392444,-19.1299
0.3980192,-0.03372531,0.9167569,230.2202,-0.02120418,0.9987188,0.04594651,-5.598456,-0.917132,-0.03772667,0.3967942,-18.81336
0.401292,-0.0270631,0.9155503,230.9318,-0.02680599,0.9987882,0.04127281,-5.563405,-0.9155579,-0.04110468,0.4000803,-18.48487
0.4043258,-0.02712394,0.9142127,231.6515,-0.03360268,0.9984448,0.04448438,-5.531661,-0.9139976,-0.04870618,0.4027855,-18.14959
0.4070088,-0.0371735,0.9126675,232.3801,-0.03365391,0.9978828,0.05565252,-5.500836,-0.9128041,-0.05336589,0.4048961,-17.81958
0.4088937,-0.04922212,0.9112536,233.1128,-0.02952598,0.997308,0.0671192,-5.462204,-0.9121043,-0.05435027,0.4063396,-17.49136
0.4105196,-0.05744662,0.9100404,233.8426,-0.03020588,0.9966091,0.0765372,-5.421735,-0.9113514,-0.05890858,0.4073923,-17.15509
0.4126278,-0.06019533,0.9089086,234.5679,-0.03229844,0.9962198,0.08064069,-5.383327,-0.910327,-0.06263091,0.4091237,-16.81799
0.4153935,-0.05591546,0.9079216,235.2837,-0.03137485,0.9966343,0.07573362,-5.338707,-0.9091006,-0.05994514,0.4122411,-16.48612
0.4195373,-0.04978536,0.9063718,235.9993,-0.02995997,0.9971914,0.06864166,-5.291877,-0.9072436,-0.0559526,0.4168674,-16.15219
0.4237905,-0.04537694,0.9046229,236.713,-0.02966153,0.9975133,0.06393204,-5.248129,-0.9052745,-0.05392628,0.4213907,-15.80991
0.427968,-0.04341347,0.9027506,237.4264,-0.0281272,0.997722,0.06131496,-5.210063,-0.9033562,-0.05163268,0.425772,-15.46516
0.4320457,-0.04109249,0.900915,238.1367,-0.02748834,0.9978972,0.05869844,-5.166998,-0.9014327,-0.05012507,0.4300077,-15.11758
0.4359106,-0.04248065,0.8989868,238.8518,-0.02558671,0.9978966,0.05956129,-5.126556,-0.8996262,-0.0489655,0.4339068,-14.76521
0.4393196,-0.04734676,0.8970822,239.5718,-0.02499979,0.997579,0.06489375,-5.089701,-0.8979829,-0.05093596,0.4370724,-14.40661
0.4422831,-0.05300698,0.8953077,240.2931,-0.0228528,0.9972618,0.07033252,-5.054711,-0.8965844,-0.05156716,0.4398606,-14.04673
0.4447832,-0.05855616,0.893722,241.017,-0.02093866,0.9969079,0.07573751,-5.014917,-0.8953935,-0.05240011,0.4421819,-13.68347
0.4467101,-0.06400536,0.8923863,241.7404,-0.01891004,0.9965394,0.08094161,-4.967915,-0.8944789,-0.05303249,0.4439539,-13.31751
0.4482185,-0.07073476,0.8911211,242.4684,-0.0173821,0.9959863,0.08780159,-4.919889,-0.8937551,-0.05484384,0.44519,-12.94865
0.4499426,-0.07212526,0.8901402,243.1894,-0.01735029,0.9958393,0.08945985,-4.866153,-0.892889,-0.05569598,0.4468191,-12.57871
0.4517406,-0.06156375,0.8900226,243.8927,-0.02573646,0.9963018,0.08197801,-4.820597,-0.891778,-0.05993882,0.4484856,-12.20269
0.4526185,-0.04821999,0.8903995,244.598,-0.02810887,0.997269,0.06829619,-4.768203,-0.8912612,-0.05594024,0.450027,-11.83273
0.4534854,-0.03867468,0.8904242,245.3039,-0.0278157,0.9979572,0.05751158,-4.715412,-0.8908296,-0.05084842,0.4514833,-11.46869
0.4534387,-0.04106321,0.890341,246.0241,-0.02764379,0.9978096,0.06009836,-4.666974,-0.8908587,-0.05186331,0.4513104,-11.09793
0.4536502,-0.04714908,0.8899317,246.7476,-0.02886671,0.997298,0.06755246,-4.628331,-0.8907122,-0.05633458,0.4510634,-10.72107
0.4550436,-0.04892877,0.8891239,247.4682,-0.02710753,0.9972653,0.06875317,-4.585009,-0.8900565,-0.05538763,0.4524729,-10.34967
0.4560439,-0.04876126,0.8886204,248.1891,-0.02402686,0.9974593,0.06706427,-4.542905,-0.8896329,-0.05193501,0.4537137,-9.979828
0.4574115,-0.05023619,0.887835,248.9165,-0.01948473,0.9975971,0.06648535,-4.506301,-0.8890417,-0.04771038,0.4553336,-9.608053
0.4588987,-0.05508335,0.8867795,249.6451,-0.01905426,0.9972367,0.07180491,-4.465693,-0.8882843,-0.0498481,0.456581,-9.231011
0.4599218,-0.05783246,0.8860741,250.3674,-0.02092992,0.9968935,0.07592925,-4.419715,-0.8877127,-0.05346697,0.4572827,-8.851415
0.4609865,-0.05645078,0.8856098,251.0879,-0.02218522,0.9969296,0.07509463,-4.37133,-0.8871298,-0.05426505,0.4583187,-8.470395
0.4621717,-0.05341419,0.8851803,251.8063,-0.02111488,0.9972385,0.07120063,-4.325524,-0.8865391,-0.05159738,0.4597676,-8.090111
0.4637157,-0.05100456,0.8845147,252.5224,-0.02060139,0.9974509,0.06831739,-4.275557,-0.8857446,-0.04990207,0.4614828,-7.707069
0.4655263,-0.05392137,0.8833899,253.2425,-0.01732092,0.997396,0.07000795,-4.220724,-0.8848646,-0.04789166,0.4633801,-7.32554
0.4689183,-0.0572111,0.8813867,253.9607,-0.01701176,0.9971298,0.07377469,-4.161421,-0.8830777,-0.04958824,0.4665992,-6.93893
0.4725341,-0.05907706,0.8793301,254.6779,-0.01650001,0.9969828,0.07584824,-4.110352,-0.8811579,-0.05034983,0.4701336,-6.545579
0.476747,-0.05969675,0.8770112,255.3919,-0.01410328,0.9970435,0.07553377,-4.048806,-0.8789275,-0.04837922,0.4744955,-6.152612
0.4809341,-0.05780977,0.8748488,256.1011,-0.01468864,0.9971525,0.07396642,-3.990384,-0.8766337,-0.04842331,0.4787155,-5.755645
0.4849795,-0.05356906,0.8728833,256.8048,-0.01933875,0.9972211,0.07194445,-3.930085,-0.8743117,-0.05177205,0.4825959,-5.350577
0.4900523,-0.04913208,0.8703073,257.5076,-0.01885016,0.9975795,0.06693121,-3.878397,-0.8714892,-0.04920521,0.48794,-4.948904
0.4972845,-0.04888727,0.8662091,258.215,-0.01424027,0.9978167,0.06449021,-3.826391,-0.8674707,-0.04440502,0.4955026,-4.543629
0.5057966,-0.04954606,0.8612287,258.9184,-0.00993548,0.9979485,0.06324655,-3.77989,-0.8625956,-0.04054661,0.5042667,-4.128435
0.5156445,-0.05274343,0.8551777,259.6187,-0.004228533,0.9979346,0.06409771,-3.733326,-0.8567922,-0.03666777,0.5143565,-3.705256
0.5281311,-0.05326178,0.8474908,260.3076,-0.001022012,0.9979904,0.06335705,-3.683134,-0.8491622,-0.03432697,0.5270154,-3.272954
0.5412294,-0.05432145,0.8391185,260.9917,-0.001111302,0.9978641,0.06531485,-3.633918,-0.8408743,-0.03628282,0.540013,-2.820165
0.5542154,-0.05854683,0.8303117,261.6731,0.0009746011,0.9975682,0.06968988,-3.580981,-0.8323728,-0.03781397,0.5529247,-2.357593
0.566848,-0.0614719,0.8215257,262.3444,-0.0002856384,0.9971974,0.0748139,-3.531769,-0.8238224,-0.04264277,0.5652419,-1.883065
0.5776212,-0.05889584,0.8141775,263.0049,-0.00437099,0.9971564,0.07523316,-3.480155,-0.8162933,-0.04701503,0.5757212,-1.397703
0.5864564,-0.05321575,0.8082308,263.6556,-0.009523181,0.9973174,0.07257573,-3.427591,-0.8099248,-0.05025942,0.5843764,-0.9077904
0.5926812,-0.04779757,0.8040176,264.3027,-0.01453795,0.9974401,0.07001289,-3.373096,-0.8053059,-0.05318408,0.5904692,-0.4142628
0.5946556,-0.04407459,0.8027716,264.9518,-0.02023195,0.9973596,0.06974496,-3.320578,-0.803726,-0.05771585,0.5921938,0.08421701
0.592234,-0.0377808,0.8048798,265.6004,-0.02829378,0.997309,0.06763205,-3.277874,-0.8052691,-0.06282708,0.5895714,0.581562
0.5853289,-0.03061825,0.8102176,266.2521,-0.0362846,0.9972964,0.06390123,-3.231419,-0.8099837,-0.06680165,0.5826354,1.068534
0.5761849,-0.02499829,0.816937,266.9119,-0.03996739,0.9974746,0.0587117,-3.186902,-0.8163416,-0.06647963,0.5737307,1.539702
